route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible
"11-SKY-mjp-1","T3","103.T3.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","UW","103.UW.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T0","104.T0.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T2","104.T2.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T3","104.T3.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","UW","104.UW.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T0","105.T0.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T2","105.T2.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T3","105.T3.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","UW","105.UW.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T0","106.T0.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T2","106.T2.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T3","106.T3.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","UW","106.UW.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T0","107.T0.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T2","107.T2.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T3","107.T3.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","UW","107.UW.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T0","108.T0.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T2","108.T2.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T3","108.T3.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","UW","108.UW.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T0","109.T0.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T2","109.T2.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T3","109.T3.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","UW","109.UW.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
